dropout	pre_processing_type	conv_layer_1	conv_layer_shape	size	scalar	re_train_on_known_errors	epochs	time	multi_class_zr_acc	multi_class_model_acc	boolean_zr_acc	boolean_model_acc	run number
0.01	None	16	(3, 3)	16	None	0.6	2	6.148849964141846	0.6742857142857143	0.30428571428571427	0.6742857142857143	0.53	49
0.01	None	16	(3, 3)	16	None	0.6	4	9.55143666267395	0.6742857142857143	0.07142857142857142	0.6742857142857143	0.3314285714285714	50
0.01	None	16	(3, 3)	16	None	0.6	8	15.991629123687744	0.6742857142857143	0.4228571428571429	0.6742857142857143	0.5685714285714286	51
0.01	None	16	(3, 3)	16	None	0.8	1	4.532415390014648	0.6742857142857143	0.05714285714285714	0.6742857142857143	0.3314285714285714	52
0.01	None	16	(3, 3)	16	None	0.8	2	5.825493812561035	0.6742857142857143	0.3028571428571429	0.6742857142857143	0.5428571428571428	53
0.01	None	16	(3, 3)	16	None	0.8	4	10.062194585800171	0.6742857142857143	0.1957142857142857	0.6742857142857143	0.46714285714285714	54
0.01	None	16	(3, 3)	16	None	0.8	8	16.28262233734131	0.6742857142857143	0.36714285714285716	0.6742857142857143	0.5842857142857143	55
0.01	None	16	(3, 3)	16	None	1	1	4.651914119720459	0.6742857142857143	0.3171428571428571	0.6742857142857143	0.5514285714285714	56
0.01	None	16	(3, 3)	16	None	1	2	6.521639585494995	0.6742857142857143	0.055714285714285716	0.6742857142857143	0.3271428571428571	57
0.01	None	16	(3, 3)	16	None	1	4	9.356904745101929	0.6742857142857143	0.21	0.6742857142857143	0.45714285714285713	58
0.01	None	16	(3, 3)	16	None	1	8	16.509708166122437	0.6742857142857143	0.07285714285714286	0.6742857142857143	0.3271428571428571	59
0.02	None	16	(3, 3)	16	(-1, 1)	0	1	5.722839832305908	0.6742857142857143	0.03	0.6742857142857143	0.32857142857142857	60
0.02	None	16	(3, 3)	16	(-1, 1)	0	2	7.35408091545105	0.6742857142857143	0.5514285714285714	0.6742857142857143	0.6371428571428571	61
0.02	None	16	(3, 3)	16	(-1, 1)	0	4	12.831532955169678	0.6742857142857143	0.07285714285714286	0.6742857142857143	0.34	62
0.02	None	16	(3, 3)	16	(-1, 1)	0	8	20.75678539276123	0.6742857142857143	0.09714285714285714	0.6742857142857143	0.38	63
0.02	None	16	(3, 3)	16	(-1, 1)	0.3	1	5.734388589859009	0.6742857142857143	0.15428571428571428	0.6742857142857143	0.3942857142857143	64
0.02	None	16	(3, 3)	16	(-1, 1)	0.3	2	7.366002321243286	0.6742857142857143	0.23	0.6742857142857143	0.4828571428571429	65
0.02	None	16	(3, 3)	16	(-1, 1)	0.3	4	12.229944944381714	0.6742857142857143	0.04285714285714286	0.6742857142857143	0.3271428571428571	66
0.02	None	16	(3, 3)	16	(-1, 1)	0.3	8	21.733564376831055	0.6742857142857143	0.4742857142857143	0.6742857142857143	0.5971428571428572	67
0.02	None	16	(3, 3)	16	(-1, 1)	0.6	1	5.76866340637207	0.6742857142857143	0.032857142857142856	0.6742857142857143	0.32571428571428573	68
0.02	None	16	(3, 3)	16	(-1, 1)	0.6	2	7.930989503860474	0.6742857142857143	0.16142857142857142	0.6742857142857143	0.4042857142857143	69
0.02	None	16	(3, 3)	16	(-1, 1)	0.6	4	12.316022396087646	0.6742857142857143	0.24714285714285714	0.6742857142857143	0.46	70
0.02	None	16	(3, 3)	16	(-1, 1)	0.6	8	22.422609567642212	0.6742857142857143	0.42	0.6742857142857143	0.5542857142857143	71
0.02	None	16	(3, 3)	16	(-1, 1)	0.8	1	5.74134635925293	0.6742857142857143	0.21142857142857144	0.6742857142857143	0.41714285714285715	72
0.02	None	16	(3, 3)	16	(-1, 1)	0.8	2	7.921828269958496	0.6742857142857143	0.2814285714285714	0.6742857142857143	0.47	73
0.02	None	16	(3, 3)	16	(-1, 1)	0.8	4	12.559853792190552	0.6742857142857143	0.11142857142857143	0.6742857142857143	0.37714285714285717	74
0.02	None	16	(3, 3)	16	(-1, 1)	0.8	8	21.830211400985718	0.6742857142857143	0.46285714285714286	0.6742857142857143	0.6185714285714285	75
0.02	None	16	(3, 3)	16	(-1, 1)	1	1	5.754465579986572	0.6742857142857143	0.06571428571428571	0.6742857142857143	0.3485714285714286	76
0.02	None	16	(3, 3)	16	(-1, 1)	1	2	8.473539113998413	0.6742857142857143	0.31285714285714283	0.6742857142857143	0.5071428571428571	77
0.02	None	16	(3, 3)	16	(-1, 1)	1	4	12.452951192855835	0.6742857142857143	0.09285714285714286	0.6742857142857143	0.35428571428571426	78
0.02	None	16	(3, 3)	16	(-1, 1)	1	8	23.3165500164032	0.6742857142857143	0.2742857142857143	0.6742857142857143	0.5171428571428571	79
0.02	None	16	(3, 3)	16	(0, 1)	0	1	5.713791370391846	0.6742857142857143	0.37857142857142856	0.6742857142857143	0.5357142857142857	80
0.02	None	16	(3, 3)	16	(0, 1)	0	2	7.340872526168823	0.6742857142857143	0.22857142857142856	0.6742857142857143	0.4785714285714286	81
0.02	None	16	(3, 3)	16	(0, 1)	0	4	12.743518352508545	0.6742857142857143	0.09428571428571429	0.6742857142857143	0.3485714285714286	82
0.02	None	16	(3, 3)	16	(0, 1)	0	8	21.537513256072998	0.6742857142857143	0.47	0.6742857142857143	0.62	83
0.02	None	16	(3, 3)	16	(0, 1)	0.3	1	5.732285499572754	0.6742857142857143	0.06	0.6742857142857143	0.33	84
0.02	None	16	(3, 3)	16	(0, 1)	0.3	2	7.363347053527832	0.6742857142857143	0.11428571428571428	0.6742857142857143	0.3742857142857143	85
0.02	None	16	(3, 3)	16	(0, 1)	0.3	4	12.22180986404419	0.6742857142857143	0.19714285714285715	0.6742857142857143	0.45571428571428574	86
0.02	None	16	(3, 3)	16	(0, 1)	0.3	8	21.420920372009277	0.6742857142857143	0.08857142857142856	0.6742857142857143	0.35428571428571426	87
0.02	None	16	(3, 3)	16	(0, 1)	0.6	1	5.7619287967681885	0.6742857142857143	0.07857142857142857	0.6742857142857143	0.34285714285714286	88
0.02	None	16	(3, 3)	16	(0, 1)	0.6	2	7.900378465652466	0.6742857142857143	0.2757142857142857	0.6742857142857143	0.4785714285714286	89
0.02	None	16	(3, 3)	16	(0, 1)	0.6	4	11.688461303710938	0.6742857142857143	0.10571428571428572	0.6742857142857143	0.37857142857142856	90
0.02	None	16	(3, 3)	16	(0, 1)	0.6	8	24.022507190704346	0.6742857142857143	0.05857142857142857	0.6742857142857143	0.3385714285714286	91
0.02	None	16	(3, 3)	16	(0, 1)	0.8	1	5.6791465282440186	0.6742857142857143	0.08714285714285715	0.6742857142857143	0.35285714285714287	92
0.02	None	16	(3, 3)	16	(0, 1)	0.8	2	7.488831043243408	0.6742857142857143	0.04857142857142857	0.6742857142857143	0.33285714285714285	93
0.02	None	16	(3, 3)	16	(0, 1)	0.8	4	13.03460431098938	0.6742857142857143	0.11571428571428571	0.6742857142857143	0.3871428571428571	94
0.02	None	16	(3, 3)	16	(0, 1)	0.8	8	22.0089168548584	0.6742857142857143	0.12	0.6742857142857143	0.38	95
0.02	None	16	(3, 3)	16	(0, 1)	1	1	5.751352071762085	0.6742857142857143	0.29428571428571426	0.6742857142857143	0.42142857142857143	96
0.02	None	16	(3, 3)	16	(0, 1)	1	2	8.508846044540405	0.6742857142857143	0.08714285714285715	0.6742857142857143	0.33285714285714285	97
0.02	None	16	(3, 3)	16	(0, 1)	1	4	12.653751134872437	0.6742857142857143	0.10428571428571429	0.6742857142857143	0.34714285714285714	98
0.02	None	16	(3, 3)	16	(0, 1)	1	8	21.61321210861206	0.6742857142857143	0.15	0.6742857142857143	0.4142857142857143	99
0.02	None	16	(3, 3)	16	None	0	1	4.508450746536255	0.6742857142857143	0.36142857142857143	0.6742857142857143	0.5685714285714286	100
0.02	None	16	(3, 3)	16	None	0	2	6.0578391551971436	0.6742857142857143	0.055714285714285716	0.6742857142857143	0.32571428571428573	101
0.02	None	16	(3, 3)	16	None	0	4	9.258212327957153	0.6742857142857143	0.4357142857142857	0.6742857142857143	0.6	102
0.02	None	16	(3, 3)	16	None	0	8	16.458088636398315	0.6742857142857143	0.4585714285714286	0.6742857142857143	0.6628571428571428	103
0.02	None	16	(3, 3)	16	None	0.3	1	4.525648593902588	0.6742857142857143	0.39285714285714285	0.6742857142857143	0.5842857142857143	104
0.02	None	16	(3, 3)	16	None	0.3	2	5.694187164306641	0.6742857142857143	0.3985714285714286	0.6742857142857143	0.6028571428571429	105
0.02	None	16	(3, 3)	16	None	0.3	4	9.785818576812744	0.6742857142857143	0.1457142857142857	0.6742857142857143	0.3985714285714286	106
0.02	None	16	(3, 3)	16	None	0.3	8	16.06960391998291	0.6742857142857143	0.35285714285714287	0.6742857142857143	0.5742857142857143	107
0.02	None	16	(3, 3)	16	None	0.6	1	4.522684812545776	0.6742857142857143	0.06	0.6742857142857143	0.3271428571428571	108
0.02	None	16	(3, 3)	16	None	0.6	2	6.334645509719849	0.6742857142857143	0.3	0.6742857142857143	0.5414285714285715	109
0.02	None	16	(3, 3)	16	None	0.6	4	9.632222414016724	0.6742857142857143	0.11285714285714285	0.6742857142857143	0.36142857142857143	110
0.02	None	16	(3, 3)	16	None	0.6	8	15.990581035614014	0.6742857142857143	0.08	0.6742857142857143	0.32571428571428573	111
0.02	None	16	(3, 3)	16	None	0.8	1	4.509827136993408	0.6742857142857143	0.04	0.6742857142857143	0.32285714285714284	112
0.02	None	16	(3, 3)	16	None	0.8	2	6.217881917953491	0.6742857142857143	0.06428571428571428	0.6742857142857143	0.32571428571428573	113
0.02	None	16	(3, 3)	16	None	0.8	4	9.46681022644043	0.6742857142857143	0.14714285714285713	0.6742857142857143	0.3942857142857143	114
0.02	None	16	(3, 3)	16	None	0.8	8	16.950501918792725	0.6742857142857143	0.26	0.6742857142857143	0.5214285714285715	115
0.02	None	16	(3, 3)	16	None	1	1	4.66788125038147	0.6742857142857143	0.2985714285714286	0.6742857142857143	0.49857142857142855	116
0.02	None	16	(3, 3)	16	None	1	2	6.927104473114014	0.6742857142857143	0.10714285714285714	0.6742857142857143	0.37857142857142856	117
0.02	None	16	(3, 3)	16	None	1	4	10.0999014377594	0.6742857142857143	0.12285714285714286	0.6742857142857143	0.3457142857142857	118
0.02	None	16	(3, 3)	16	None	1	8	17.113044500350952	0.6742857142857143	0.33285714285714285	0.6742857142857143	0.5242857142857142	119
0.005	None	16	(3, 3)	16	(-1, 1)	0	1	5.729212522506714	0.6742857142857143	0.17142857142857143	0.6742857142857143	0.4257142857142857	120
0.005	None	16	(3, 3)	16	(-1, 1)	0	2	7.7670910358428955	0.6742857142857143	0.2914285714285714	0.6742857142857143	0.5057142857142857	121
0.005	None	16	(3, 3)	16	(-1, 1)	0	4	12.821659088134766	0.6742857142857143	0.29	0.6742857142857143	0.5157142857142857	122
0.005	None	16	(3, 3)	16	(-1, 1)	0	8	21.470548391342163	0.6742857142857143	0.5071428571428571	0.6742857142857143	0.6542857142857142	123
0.005	None	16	(3, 3)	16	(-1, 1)	0.3	1	5.763551473617554	0.6742857142857143	0.09285714285714286	0.6742857142857143	0.37142857142857144	124
0.005	None	16	(3, 3)	16	(-1, 1)	0.3	2	7.368123769760132	0.6742857142857143	0.05857142857142857	0.6742857142857143	0.32571428571428573	125
0.005	None	16	(3, 3)	16	(-1, 1)	0.3	4	12.36027979850769	0.6742857142857143	0.2842857142857143	0.6742857142857143	0.5185714285714286	126
0.005	None	16	(3, 3)	16	(-1, 1)	0.3	8	21.617780923843384	0.6742857142857143	0.23	0.6742857142857143	0.46714285714285714	127
0.005	None	16	(3, 3)	16	(-1, 1)	0.6	1	5.748892784118652	0.6742857142857143	0.17285714285714285	0.6742857142857143	0.3628571428571429	128
0.005	None	16	(3, 3)	16	(-1, 1)	0.6	2	8.03649640083313	0.6742857142857143	0.06857142857142857	0.6742857142857143	0.3242857142857143	129
0.005	None	16	(3, 3)	16	(-1, 1)	0.6	4	12.949947834014893	0.6742857142857143	0.12142857142857143	0.6742857142857143	0.36	130
0.005	None	16	(3, 3)	16	(-1, 1)	0.6	8	21.172056198120117	0.6742857142857143	0.08142857142857143	0.6742857142857143	0.3514285714285714	131
0.005	None	16	(3, 3)	16	(-1, 1)	0.8	1	5.69854736328125	0.6742857142857143	0.28285714285714286	0.6742857142857143	0.48714285714285716	132
0.005	None	16	(3, 3)	16	(-1, 1)	0.8	2	7.9265007972717285	0.6742857142857143	0.05	0.6742857142857143	0.3271428571428571	133
0.005	None	16	(3, 3)	16	(-1, 1)	0.8	4	12.930792331695557	0.6742857142857143	0.12142857142857143	0.6742857142857143	0.36428571428571427	134
0.005	None	16	(3, 3)	16	(-1, 1)	0.8	8	22.04532790184021	0.6742857142857143	0.07428571428571429	0.6742857142857143	0.34	135
0.005	None	16	(3, 3)	16	(-1, 1)	1	1	5.782111406326294	0.6742857142857143	0.06428571428571428	0.6742857142857143	0.3357142857142857	136
0.005	None	16	(3, 3)	16	(-1, 1)	1	2	8.530975103378296	0.6742857142857143	0.18142857142857144	0.6742857142857143	0.42	137
0.005	None	16	(3, 3)	16	(-1, 1)	1	4	12.945207357406616	0.6742857142857143	0.10285714285714286	0.6742857142857143	0.37142857142857144	138
0.005	None	16	(3, 3)	16	(-1, 1)	1	8	21.699475526809692	0.6742857142857143	0.13	0.6742857142857143	0.39571428571428574	139
0.005	None	16	(3, 3)	16	(0, 1)	0	1	5.694209814071655	0.6742857142857143	0.06857142857142857	0.6742857142857143	0.35	140
0.005	None	16	(3, 3)	16	(0, 1)	0	2	7.953183174133301	0.6742857142857143	0.05285714285714286	0.6742857142857143	0.3271428571428571	141
0.005	None	16	(3, 3)	16	(0, 1)	0	4	12.109031200408936	0.6742857142857143	0.34285714285714286	0.6742857142857143	0.5557142857142857	142
0.005	None	16	(3, 3)	16	(0, 1)	0	8	23.16443157196045	0.6742857142857143	0.11571428571428571	0.6742857142857143	0.36142857142857143	143
0.005	None	16	(3, 3)	16	(0, 1)	0.3	1	5.256897926330566	0.6742857142857143	0.16714285714285715	0.6742857142857143	0.4228571428571429	144
0.005	None	16	(3, 3)	16	(0, 1)	0.3	2	8.374793529510498	0.6742857142857143	0.21	0.6742857142857143	0.44142857142857145	145
0.005	None	16	(3, 3)	16	(0, 1)	0.3	4	12.423005819320679	0.6742857142857143	0.13	0.6742857142857143	0.38857142857142857	146
0.005	None	16	(3, 3)	16	(0, 1)	0.3	8	22.23301863670349	0.6742857142857143	0.36714285714285716	0.6742857142857143	0.5528571428571428	147
0.005	None	16	(3, 3)	16	(0, 1)	0.6	1	5.782052993774414	0.6742857142857143	0.13714285714285715	0.6742857142857143	0.3842857142857143	148
0.005	None	16	(3, 3)	16	(0, 1)	0.6	2	7.890949726104736	0.6742857142857143	0.1957142857142857	0.6742857142857143	0.42142857142857143	149
0.005	None	16	(3, 3)	16	(0, 1)	0.6	4	13.252317190170288	0.6742857142857143	0.08285714285714285	0.6742857142857143	0.34285714285714286	150
0.005	None	16	(3, 3)	16	(0, 1)	0.6	8	21.722021102905273	0.6742857142857143	0.1657142857142857	0.6742857142857143	0.4142857142857143	151
0.005	None	16	(3, 3)	16	(0, 1)	0.8	1	5.736464500427246	0.6742857142857143	0.40285714285714286	0.6742857142857143	0.5657142857142857	152
0.005	None	16	(3, 3)	16	(0, 1)	0.8	2	8.741952419281006	0.6742857142857143	0.08142857142857143	0.6742857142857143	0.33	153
0.005	None	16	(3, 3)	16	(0, 1)	0.8	4	11.90685749053955	0.6742857142857143	0.2	0.6742857142857143	0.45571428571428574	154
0.005	None	16	(3, 3)	16	(0, 1)	0.8	8	22.44182777404785	0.6742857142857143	0.39714285714285713	0.6742857142857143	0.5671428571428572	155
0.005	None	16	(3, 3)	16	(0, 1)	1	1	5.888741493225098	0.6742857142857143	0.09571428571428571	0.6742857142857143	0.3485714285714286	156
0.005	None	16	(3, 3)	16	(0, 1)	1	2	7.889620065689087	0.6742857142857143	0.09571428571428571	0.6742857142857143	0.34714285714285714	157
0.005	None	16	(3, 3)	16	(0, 1)	1	4	12.878480911254883	0.6742857142857143	0.12285714285714286	0.6742857142857143	0.37285714285714283	158
0.005	None	16	(3, 3)	16	(0, 1)	1	8	22.540767431259155	0.6742857142857143	0.4114285714285714	0.6742857142857143	0.5342857142857143	159
0.005	None	16	(3, 3)	16	None	0	1	4.548178434371948	0.6742857142857143	0.3271428571428571	0.6742857142857143	0.56	160
0.005	None	16	(3, 3)	16	None	0	2	5.647657632827759	0.6742857142857143	0.42428571428571427	0.6742857142857143	0.6257142857142857	161
0.005	None	16	(3, 3)	16	None	0	4	9.229466676712036	0.6742857142857143	0.30857142857142855	0.6742857142857143	0.5428571428571428	162
0.005	None	16	(3, 3)	16	None	0	8	16.772948503494263	0.6742857142857143	0.40285714285714286	0.6742857142857143	0.6114285714285714	163
0.005	None	16	(3, 3)	16	None	0.3	1	4.4961676597595215	0.6742857142857143	0.2857142857142857	0.6742857142857143	0.5028571428571429	164
0.005	None	16	(3, 3)	16	None	0.3	2	6.598503828048706	0.6742857142857143	0.1457142857142857	0.6742857142857143	0.39285714285714285	165
0.005	None	16	(3, 3)	16	None	0.3	4	9.394239664077759	0.6742857142857143	0.047142857142857146	0.6742857142857143	0.3342857142857143	166
0.005	None	16	(3, 3)	16	None	0.3	8	15.78736400604248	0.6742857142857143	0.09	0.6742857142857143	0.36142857142857143	167
0.005	None	16	(3, 3)	16	None	0.6	1	4.474213600158691	0.6742857142857143	0.10857142857142857	0.6742857142857143	0.3442857142857143	168
0.005	None	16	(3, 3)	16	None	0.6	2	5.742284059524536	0.6742857142857143	0.15	0.6742857142857143	0.39571428571428574	169
0.005	None	16	(3, 3)	16	None	0.6	4	9.347698211669922	0.6742857142857143	0.4785714285714286	0.6742857142857143	0.6328571428571429	170
0.005	None	16	(3, 3)	16	None	0.6	8	17.1957266330719	0.6742857142857143	0.5571428571428572	0.6742857142857143	0.6842857142857143	171
0.005	None	16	(3, 3)	16	None	0.8	1	4.576154708862305	0.6742857142857143	0.1457142857142857	0.6742857142857143	0.40285714285714286	172
0.005	None	16	(3, 3)	16	None	0.8	2	6.235601186752319	0.6742857142857143	0.3342857142857143	0.6742857142857143	0.5614285714285714	173
0.005	None	16	(3, 3)	16	None	0.8	4	9.671511888504028	0.6742857142857143	0.045714285714285714	0.6742857142857143	0.3271428571428571	174
0.005	None	16	(3, 3)	16	None	0.8	8	15.974571943283081	0.6742857142857143	0.4	0.6742857142857143	0.5842857142857143	175
0.005	None	16	(3, 3)	16	None	1	1	4.699505805969238	0.6742857142857143	0.15	0.6742857142857143	0.35714285714285715	176
0.005	None	16	(3, 3)	16	None	1	2	6.870628356933594	0.6742857142857143	0.08571428571428572	0.6742857142857143	0.34285714285714286	177
0.005	None	16	(3, 3)	16	None	1	4	10.189804077148438	0.6742857142857143	0.06285714285714286	0.6742857142857143	0.32571428571428573	178
0.005	None	16	(3, 3)	16	None	1	8	17.23009991645813	0.6742857142857143	0.2342857142857143	0.6742857142857143	0.4828571428571429	179
0.01	None	32	(3, 3)	16	(-1, 1)	0	1	5.723691701889038	0.6742857142857143	0.25	0.6742857142857143	0.47285714285714286	180
0.01	None	32	(3, 3)	16	(-1, 1)	0	2	7.35564661026001	0.6742857142857143	0.2914285714285714	0.6742857142857143	0.5128571428571429	181
0.01	None	32	(3, 3)	16	(-1, 1)	0	4	11.721736669540405	0.6742857142857143	0.32	0.6742857142857143	0.5357142857142857	182
0.01	None	32	(3, 3)	16	(-1, 1)	0	8	20.99995756149292	0.6742857142857143	0.42142857142857143	0.6742857142857143	0.6314285714285715	183
0.01	None	32	(3, 3)	16	(-1, 1)	0.3	1	5.675506353378296	0.6742857142857143	0.3	0.6742857142857143	0.5	184
0.01	None	32	(3, 3)	16	(-1, 1)	0.3	2	8.574668645858765	0.6742857142857143	0.037142857142857144	0.6742857142857143	0.3271428571428571	185
0.01	None	32	(3, 3)	16	(-1, 1)	0.3	4	12.53887391090393	0.6742857142857143	0.32285714285714284	0.6742857142857143	0.5314285714285715	186
0.01	None	32	(3, 3)	16	(-1, 1)	0.3	8	22.216893196105957	0.6742857142857143	0.24857142857142858	0.6742857142857143	0.49142857142857144	187
0.01	None	32	(3, 3)	16	(-1, 1)	0.6	1	5.664518356323242	0.6742857142857143	0.12428571428571429	0.6742857142857143	0.36	188
0.01	None	32	(3, 3)	16	(-1, 1)	0.6	2	7.937895774841309	0.6742857142857143	0.2	0.6742857142857143	0.44857142857142857	189
