dropout	pre_processing_type	conv_layer_1	conv_layer_shape	size	scalar	re_train_on_known_errors	epochs	time	multi_class_zr_acc	multi_class_model_acc	boolean_zr_acc	boolean_model_acc	run number
0.02	None	16	(3, 3)	16	(-1, 1)	0.6	4	46.94237041473389	0.6242857142857143	0.054285714285714284	0.6242857142857143	0.3871428571428571	70
0.02	None	16	(3, 3)	16	(-1, 1)	0.6	8	86.47572731971741	0.6242857142857143	0.06142857142857143	0.6242857142857143	0.3871428571428571	71
0.02	None	16	(3, 3)	16	(-1, 1)	0.8	1	20.77472472190857	0.6242857142857143	0.16285714285714287	0.6242857142857143	0.4	72
0.02	None	16	(3, 3)	16	(-1, 1)	0.8	2	31.146937608718872	0.6242857142857143	0.15571428571428572	0.6242857142857143	0.4014285714285714	73
0.02	None	16	(3, 3)	16	(-1, 1)	0.8	4	73.89400148391724	0.6242857142857143	0.06142857142857143	0.6242857142857143	0.3742857142857143	74
0.02	None	16	(3, 3)	16	(-1, 1)	0.8	8	136.60779905319214	0.6242857142857143	0.2814285714285714	0.6242857142857143	0.5157142857142857	75
0.02	None	16	(3, 3)	16	(-1, 1)	1	1	39.18138885498047	0.6242857142857143	0.15571428571428572	0.6242857142857143	0.42428571428571427	76
0.02	None	16	(3, 3)	16	(-1, 1)	1	2	68.80912923812866	0.6242857142857143	0.08142857142857143	0.6242857142857143	0.4057142857142857	77
0.02	None	16	(3, 3)	16	(-1, 1)	1	4	132.19897031784058	0.6242857142857143	0.17285714285714285	0.6242857142857143	0.4685714285714286	78
0.02	None	16	(3, 3)	16	(-1, 1)	1	8	240.59780311584473	0.6242857142857143	0.054285714285714284	0.6242857142857143	0.38285714285714284	79
0.02	None	16	(3, 3)	16	(0, 1)	0	1	16.491338968276978	0.6242857142857143	0.08714285714285715	0.6242857142857143	0.4014285714285714	80
