dropout	pre_processing_type	conv_layer_1	conv_layer_shape	size	scalar	re_train_on_known_errors	time	multi_class_zr_acc	multi_class_model_acc	boolean_zr_acc	boolean_model_acc	run number
0.5	resized	64	(3, 3)	128	None	50	357.38670659065247	0.6885714285714286	0.6957142857142857	0.6885714285714286	0.7642857142857142	1992
0.5	resized	64	(3, 3)	128	None	75	418.928017616272	0.6442857142857142	0.6585714285714286	0.6442857142857142	0.7885714285714286	1993
0.5	resized	64	(3, 3)	128	None	100	415.27710819244385	0.6528571428571428	0.6585714285714286	0.6528571428571428	0.8085714285714286	1994
0.5	tozero	64	(3, 3)	128	(-1, 1)	0	300.66253089904785	0.6485714285714286	0.6628571428571428	0.6485714285714286	0.67	1995
0.5	tozero	64	(3, 3)	128	(-1, 1)	25	300.60530948638916	0.6485714285714286	0.6485714285714286	0.6485714285714286	0.6485714285714286	1996
0.5	tozero	64	(3, 3)	128	(-1, 1)	50	423.2158946990967	0.65	0.67	0.65	0.8228571428571428	1997
0.5	tozero	64	(3, 3)	128	(-1, 1)	75	402.229097366333	0.6671428571428571	0.7057142857142857	0.6671428571428571	0.8114285714285714	1998
0.5	tozero	64	(3, 3)	128	(-1, 1)	100	408.1030020713806	0.6642857142857143	0.6885714285714286	0.6642857142857143	0.7985714285714286	1999
0.5	tozero	64	(3, 3)	128	(0, 1)	0	300.54479002952576	0.6428571428571429	0.6428571428571429	0.6428571428571429	0.6428571428571429	2000
0.5	tozero	64	(3, 3)	128	(0, 1)	25	320.1506600379944	0.69	0.7128571428571429	0.69	0.7928571428571428	2001
0.5	tozero	64	(3, 3)	128	(0, 1)	50	355.83745861053467	0.6571428571428571	0.7014285714285714	0.6571428571428571	0.7671428571428571	2002
0.5	tozero	64	(3, 3)	128	(0, 1)	75	319.9192786216736	0.6542857142857142	0.6757142857142857	0.6542857142857142	0.6814285714285714	2003
0.5	tozero	64	(3, 3)	128	(0, 1)	100	407.9086503982544	0.6457142857142857	0.6828571428571428	0.6457142857142857	0.7614285714285715	2004
0.5	tozero	64	(3, 3)	128	None	0	298.8796055316925	0.6671428571428571	0.6485714285714286	0.6671428571428571	0.74	2005
0.5	tozero	64	(3, 3)	128	None	25	299.2153511047363	0.6442857142857142	0.6571428571428571	0.6442857142857142	0.6971428571428572	2006
0.5	tozero	64	(3, 3)	128	None	50	352.64614391326904	0.6642857142857143	0.6742857142857143	0.6642857142857143	0.6828571428571428	2007
0.5	tozero	64	(3, 3)	128	None	75	338.1024646759033	0.6828571428571428	0.71	0.6828571428571428	0.7771428571428571	2008
0.5	tozero	64	(3, 3)	128	None	100	417.7952184677124	0.66	0.67	0.66	0.6928571428571428	2009
0.5	morphed	64	(3, 3)	128	(-1, 1)	0	300.72988414764404	0.6514285714285715	0.6542857142857142	0.6514285714285715	0.6557142857142857	2010
0.5	morphed	64	(3, 3)	128	(-1, 1)	25	300.90372228622437	0.6428571428571429	0.6514285714285715	0.6428571428571429	0.6542857142857142	2011
0.5	morphed	64	(3, 3)	128	(-1, 1)	50	318.4817876815796	0.6642857142857143	0.6685714285714286	0.6642857142857143	0.67	2012
0.5	morphed	64	(3, 3)	128	(-1, 1)	75	319.27009534835815	0.64	0.6614285714285715	0.64	0.6871428571428572	2013
0.5	morphed	64	(3, 3)	128	(-1, 1)	100	388.0370657444	0.6428571428571429	0.7	0.6428571428571429	0.8128571428571428	2014
0.5	morphed	64	(3, 3)	128	(0, 1)	0	300.60751080513	0.6571428571428571	0.6757142857142857	0.6571428571428571	0.6957142857142857	2015
0.5	morphed	64	(3, 3)	128	(0, 1)	25	300.67652225494385	0.6728571428571428	0.6757142857142857	0.6728571428571428	0.6757142857142857	2016
0.5	morphed	64	(3, 3)	128	(0, 1)	50	301.1988227367401	0.6514285714285715	0.6642857142857143	0.6514285714285715	0.6728571428571428	2017
0.5	morphed	64	(3, 3)	128	(0, 1)	75	394.17098093032837	0.6471428571428571	0.6914285714285714	0.6471428571428571	0.8585714285714285	2018
0.5	morphed	64	(3, 3)	128	(0, 1)	100	391.5110855102539	0.6642857142857143	0.6714285714285714	0.6642857142857143	0.8114285714285714	2019
0.5	morphed	64	(3, 3)	128	None	0	296.64908814430237	0.6485714285714286	0.6585714285714286	0.6485714285714286	0.6785714285714286	2020
0.5	morphed	64	(3, 3)	128	None	25	315.95994448661804	0.6285714285714286	0.6614285714285715	0.6285714285714286	0.7457142857142857	2021
0.5	morphed	64	(3, 3)	128	None	50	317.4263596534729	0.6328571428571429	0.6742857142857143	0.6328571428571429	0.7171428571428572	2022
0.5	morphed	64	(3, 3)	128	None	75	403.042519569397	0.65	0.6614285714285715	0.65	0.6928571428571428	2023
0.5	morphed	64	(3, 3)	128	None	100	383.6144902706146	0.6585714285714286	0.6871428571428572	0.6585714285714286	0.7228571428571429	2024
0.01	max_morphed	16	(3, 3)	256	(-1, 1)	0	731.448548078537	0.6614285714285715	0.7171428571428572	0.6614285714285715	0.8128571428571428	2025
0.01	max_morphed	16	(3, 3)	256	(-1, 1)	25	762.7594904899597	0.6657142857142857	0.7257142857142858	0.6657142857142857	0.8585714285714285	2026
0.01	max_morphed	16	(3, 3)	256	(-1, 1)	50	773.5051779747009	0.6671428571428571	0.72	0.6671428571428571	0.8242857142857143	2027
0.01	max_morphed	16	(3, 3)	256	(-1, 1)	75	878.7459878921509	0.6485714285714286	0.7528571428571429	0.6485714285714286	0.8928571428571429	2028
0.01	max_morphed	16	(3, 3)	256	(-1, 1)	100	920.8668277263641	0.6542857142857142	0.73	0.6542857142857142	0.8057142857142857	2029
0.01	max_morphed	16	(3, 3)	256	(0, 1)	0	729.5804672241211	0.6314285714285715	0.6657142857142857	0.6314285714285715	0.7385714285714285	2030
0.01	max_morphed	16	(3, 3)	256	(0, 1)	25	772.8894023895264	0.6785714285714286	0.7314285714285714	0.6785714285714286	0.8042857142857143	2031
0.01	max_morphed	16	(3, 3)	256	(0, 1)	50	838.8002285957336	0.6828571428571428	0.7471428571428571	0.6828571428571428	0.8528571428571429	2032
0.01	max_morphed	16	(3, 3)	256	(0, 1)	75	879.3755121231079	0.6485714285714286	0.7342857142857143	0.6485714285714286	0.8485714285714285	2033
0.01	max_morphed	16	(3, 3)	256	(0, 1)	100	909.3037421703339	0.67	0.7642857142857142	0.67	0.9042857142857142	2034
0.01	max_morphed	16	(3, 3)	256	None	0	727.6108918190002	0.6428571428571429	0.6971428571428572	0.6428571428571429	0.7885714285714286	2035
0.01	max_morphed	16	(3, 3)	256	None	25	766.7707993984222	0.6685714285714286	0.7414285714285714	0.6685714285714286	0.8585714285714285	2036
0.01	max_morphed	16	(3, 3)	256	None	50	727.2954437732697	0.6842857142857143	0.7414285714285714	0.6842857142857143	0.8185714285714286	2037
0.01	max_morphed	16	(3, 3)	256	None	75	769.6857376098633	0.6614285714285715	0.6957142857142857	0.6614285714285715	0.7157142857142857	2038
0.01	max_morphed	16	(3, 3)	256	None	100	956.0148658752441	0.6328571428571429	0.7414285714285714	0.6328571428571429	0.8957142857142857	2039
0.01	None	16	(3, 3)	256	(-1, 1)	0	677.3329224586487	0.6642857142857143	0.6857142857142857	0.6642857142857143	0.7414285714285714	2040
0.01	None	16	(3, 3)	256	(-1, 1)	25	723.3173639774323	0.6171428571428571	0.6728571428571428	0.6171428571428571	0.7414285714285714	2041
0.01	None	16	(3, 3)	256	(-1, 1)	50	723.2124989032745	0.6642857142857143	0.7157142857142857	0.6642857142857143	0.7885714285714286	2042
0.01	None	16	(3, 3)	256	(-1, 1)	75	897.2348418235779	0.6285714285714286	0.7014285714285714	0.6285714285714286	0.8185714285714286	2043
0.01	None	16	(3, 3)	256	(-1, 1)	100	929.2791435718536	0.66	0.7128571428571429	0.66	0.8542857142857143	2044
0.01	None	16	(3, 3)	256	(0, 1)	0	678.633556842804	0.6514285714285715	0.7085714285714285	0.6514285714285715	0.79	2045
0.01	None	16	(3, 3)	256	(0, 1)	25	678.4096491336823	0.6628571428571428	0.6985714285714286	0.6628571428571428	0.73	2046
0.01	None	16	(3, 3)	256	(0, 1)	50	723.8588027954102	0.6528571428571428	0.6914285714285714	0.6528571428571428	0.7642857142857142	2047
0.01	None	16	(3, 3)	256	(0, 1)	75	952.6196978092194	0.6514285714285715	0.6285714285714286	0.6514285714285715	0.8128571428571428	2048
0.01	None	16	(3, 3)	256	(0, 1)	100	894.6766693592072	0.64	0.7	0.64	0.8614285714285714	2049
0.01	None	16	(3, 3)	256	None	0	673.5263624191284	0.6771428571428572	0.7428571428571429	0.6771428571428572	0.8071428571428572	2050
0.01	None	16	(3, 3)	256	None	25	724.500018119812	0.6857142857142857	0.7071428571428572	0.6857142857142857	0.74	2051
0.01	None	16	(3, 3)	256	None	50	774.2255961894989	0.6585714285714286	0.6957142857142857	0.6585714285714286	0.7528571428571429	2052
0.01	None	16	(3, 3)	256	None	75	885.8714962005615	0.6642857142857143	0.6871428571428572	0.6642857142857143	0.8228571428571428	2053
0.01	None	16	(3, 3)	256	None	100	903.5493924617767	0.6557142857142857	0.7185714285714285	0.6557142857142857	0.8871428571428571	2054
0.01	resized	16	(3, 3)	256	(-1, 1)	0	733.7958605289459	0.6871428571428572	0.7314285714285714	0.6871428571428572	0.7871428571428571	2055
0.01	resized	16	(3, 3)	256	(-1, 1)	25	786.9359736442566	0.6385714285714286	0.68	0.6385714285714286	0.7171428571428572	2056
0.01	resized	16	(3, 3)	256	(-1, 1)	50	851.4071173667908	0.6785714285714286	0.7257142857142858	0.6785714285714286	0.8057142857142857	2057
0.01	resized	16	(3, 3)	256	(-1, 1)	75	878.8867013454437	0.6628571428571428	0.7357142857142858	0.6628571428571428	0.8628571428571429	2058
0.01	resized	16	(3, 3)	256	(-1, 1)	100	938.3190679550171	0.6442857142857142	0.6857142857142857	0.6442857142857142	0.8042857142857143	2059
0.01	resized	16	(3, 3)	256	(0, 1)	0	732.9363794326782	0.6614285714285715	0.7057142857142857	0.6614285714285715	0.7614285714285715	2060
0.01	resized	16	(3, 3)	256	(0, 1)	25	732.7948615550995	0.6728571428571428	0.6871428571428572	0.6728571428571428	0.6971428571428572	2061
0.01	resized	16	(3, 3)	256	(0, 1)	50	823.1143221855164	0.6685714285714286	0.6871428571428572	0.6685714285714286	0.7128571428571429	2062
0.01	resized	16	(3, 3)	256	(0, 1)	75	903.9132289886475	0.6457142857142857	0.6685714285714286	0.6457142857142857	0.7828571428571428	2063
0.01	resized	16	(3, 3)	256	(0, 1)	100	936.2684650421143	0.6742857142857143	0.72	0.6742857142857143	0.8057142857142857	2064
0.01	resized	16	(3, 3)	256	None	0	798.4131894111633	0.6371428571428571	0.6614285714285715	0.6371428571428571	0.7971428571428572	2065
0.01	resized	16	(3, 3)	256	None	25	732.3697905540466	0.6642857142857143	0.6942857142857143	0.6642857142857143	0.7785714285714286	2066
0.01	resized	16	(3, 3)	256	None	50	923.2677896022797	0.6714285714285714	0.7114285714285714	0.6714285714285714	0.8628571428571429	2067
0.01	resized	16	(3, 3)	256	None	75	971.0835633277893	0.6371428571428571	0.73	0.6371428571428571	0.8542857142857143	2068
0.01	resized	16	(3, 3)	256	None	100	998.9113354682922	0.6671428571428571	0.72	0.6671428571428571	0.8485714285714285	2069
0.01	tozero	16	(3, 3)	256	(-1, 1)	0	735.0365505218506	0.6528571428571428	0.68	0.6528571428571428	0.7457142857142857	2070
0.01	tozero	16	(3, 3)	256	(-1, 1)	25	782.9278860092163	0.6457142857142857	0.7042857142857143	0.6457142857142857	0.7671428571428571	2071
0.01	tozero	16	(3, 3)	256	(-1, 1)	50	850.7354447841644	0.66	0.74	0.66	0.8128571428571428	2072
0.01	tozero	16	(3, 3)	256	(-1, 1)	75	969.2140190601349	0.6271428571428571	0.6828571428571428	0.6271428571428571	0.84	2073
0.01	tozero	16	(3, 3)	256	(-1, 1)	100	957.7492053508759	0.6457142857142857	0.7271428571428571	0.6457142857142857	0.8728571428571429	2074
0.01	tozero	16	(3, 3)	256	(0, 1)	0	734.7601172924042	0.6442857142857142	0.6842857142857143	0.6442857142857142	0.7142857142857143	2075
0.01	tozero	16	(3, 3)	256	(0, 1)	25	953.7088587284088	0.6471428571428571	0.7457142857142857	0.6471428571428571	0.8871428571428571	2076
0.01	tozero	16	(3, 3)	256	(0, 1)	50	848.7935614585876	0.6457142857142857	0.69	0.6457142857142857	0.8071428571428572	2077
0.01	tozero	16	(3, 3)	256	(0, 1)	75	903.4867026805878	0.6271428571428571	0.6857142857142857	0.6271428571428571	0.8585714285714285	2078
0.01	tozero	16	(3, 3)	256	(0, 1)	100	934.5333819389343	0.6514285714285715	0.7085714285714285	0.6514285714285715	0.7814285714285715	2079
0.01	tozero	16	(3, 3)	256	None	0	732.7537014484406	0.6442857142857142	0.6728571428571428	0.6442857142857142	0.6914285714285714	2080
0.01	tozero	16	(3, 3)	256	None	25	785.2034137248993	0.6314285714285715	0.6828571428571428	0.6314285714285715	0.7285714285714285	2081
0.01	tozero	16	(3, 3)	256	None	50	821.255402803421	0.63	0.6742857142857143	0.63	0.8371428571428572	2082
0.01	tozero	16	(3, 3)	256	None	75	911.3223502635956	0.6571428571428571	0.7185714285714285	0.6571428571428571	0.8614285714285714	2083
0.01	tozero	16	(3, 3)	256	None	100	928.304356098175	0.6285714285714286	0.7428571428571429	0.6285714285714286	0.9014285714285715	2084
0.01	morphed	16	(3, 3)	256	(-1, 1)	0	737.5230646133423	0.6571428571428571	0.6657142857142857	0.6571428571428571	0.6814285714285714	2085
0.01	morphed	16	(3, 3)	256	(-1, 1)	25	737.7390849590302	0.6728571428571428	0.7114285714285714	0.6728571428571428	0.7457142857142857	2086
0.01	morphed	16	(3, 3)	256	(-1, 1)	50	824.4950964450836	0.67	0.7642857142857142	0.67	0.8728571428571429	2087
0.01	morphed	16	(3, 3)	256	(-1, 1)	75	901.9118916988373	0.6157142857142858	0.7228571428571429	0.6157142857142858	0.8742857142857143	2088
0.01	morphed	16	(3, 3)	256	(-1, 1)	100	925.266188621521	0.6414285714285715	0.7314285714285714	0.6414285714285715	0.8914285714285715	2089
0.01	morphed	16	(3, 3)	256	(0, 1)	0	775.9857873916626	0.6557142857142857	0.7314285714285714	0.6557142857142857	0.8557142857142858	2090
0.01	morphed	16	(3, 3)	256	(0, 1)	25	771.2961492538452	0.6671428571428571	0.7185714285714285	0.6671428571428571	0.8171428571428572	2091
0.01	morphed	16	(3, 3)	256	(0, 1)	50	841.9177958965302	0.6242857142857143	0.7085714285714285	0.6242857142857143	0.8442857142857143	2092
0.01	morphed	16	(3, 3)	256	(0, 1)	75	939.1922266483307	0.67	0.7342857142857143	0.67	0.8357142857142857	2093
0.01	morphed	16	(3, 3)	256	(0, 1)	100	926.510246515274	0.6471428571428571	0.7614285714285715	0.6471428571428571	0.8714285714285714	2094
0.01	morphed	16	(3, 3)	256	None	0	732.2583825588226	0.67	0.73	0.67	0.8057142857142857	2095
0.01	morphed	16	(3, 3)	256	None	25	768.9470839500427	0.68	0.7485714285714286	0.68	0.8228571428571428	2096
0.01	morphed	16	(3, 3)	256	None	50	807.3449549674988	0.6785714285714286	0.7285714285714285	0.6785714285714286	0.8671428571428571	2097
0.01	morphed	16	(3, 3)	256	None	75	855.6064476966858	0.69	0.7442857142857143	0.69	0.8314285714285714	2098
0.01	morphed	16	(3, 3)	256	None	100	904.8138687610626	0.6428571428571429	0.7085714285714285	0.6428571428571429	0.7985714285714286	2099
0.2	max_morphed	16	(3, 3)	256	(-1, 1)	0	783.7423481941223	0.6528571428571428	0.67	0.6528571428571428	0.7142857142857143	2100
0.2	max_morphed	16	(3, 3)	256	(-1, 1)	25	781.2420632839203	0.67	0.68	0.67	0.6885714285714286	2101
0.2	max_morphed	16	(3, 3)	256	(-1, 1)	50	832.3107306957245	0.6385714285714286	0.6757142857142857	0.6385714285714286	0.7157142857142857	2102
0.2	max_morphed	16	(3, 3)	256	(-1, 1)	75	878.0070285797119	0.6614285714285715	0.7228571428571429	0.6614285714285715	0.7985714285714286	2103
0.2	max_morphed	16	(3, 3)	256	(-1, 1)	100	974.4634366035461	0.6728571428571428	0.7142857142857143	0.6728571428571428	0.8228571428571428	2104
0.2	max_morphed	16	(3, 3)	256	(0, 1)	0	734.9404189586639	0.6671428571428571	0.6885714285714286	0.6671428571428571	0.7142857142857143	2105
0.2	max_morphed	16	(3, 3)	256	(0, 1)	25	883.9875254631042	0.6557142857142857	0.6985714285714286	0.6557142857142857	0.7614285714285715	2106
0.2	max_morphed	16	(3, 3)	256	(0, 1)	50	787.1864430904388	0.6385714285714286	0.67	0.6385714285714286	0.7014285714285714	2107
0.2	max_morphed	16	(3, 3)	256	(0, 1)	75	867.9815030097961	0.6928571428571428	0.74	0.6928571428571428	0.8442857142857143	2108
0.2	max_morphed	16	(3, 3)	256	(0, 1)	100	989.9303085803986	0.6771428571428572	0.7528571428571429	0.6771428571428572	0.8657142857142858	2109
0.2	max_morphed	16	(3, 3)	256	None	0	732.4013199806213	0.64	0.6557142857142857	0.64	0.6628571428571428	2110
0.2	max_morphed	16	(3, 3)	256	None	25	879.0972533226013	0.6628571428571428	0.6885714285714286	0.6628571428571428	0.7485714285714286	2111
0.2	max_morphed	16	(3, 3)	256	None	50	785.0928316116333	0.6614285714285715	0.69	0.6614285714285715	0.7442857142857143	2112
0.2	max_morphed	16	(3, 3)	256	None	75	987.3208963871002	0.62	0.72	0.62	0.8671428571428571	2113
0.2	max_morphed	16	(3, 3)	256	None	100	1003.6614816188812	0.6385714285714286	0.72	0.6385714285714286	0.8157142857142857	2114
0.2	None	16	(3, 3)	256	(-1, 1)	0	680.983407497406	0.65	0.6857142857142857	0.65	0.7257142857142858	2115
0.2	None	16	(3, 3)	256	(-1, 1)	25	681.7687005996704	0.6614285714285715	0.7028571428571428	0.6614285714285715	0.7728571428571429	2116
0.2	None	16	(3, 3)	256	(-1, 1)	50	815.4553217887878	0.6542857142857142	0.7	0.6542857142857142	0.77	2117
0.2	None	16	(3, 3)	256	(-1, 1)	75	905.5938329696655	0.6414285714285715	0.6785714285714286	0.6414285714285715	0.7928571428571428	2118
0.2	None	16	(3, 3)	256	(-1, 1)	100	968.0876259803772	0.6542857142857142	0.7042857142857143	0.6542857142857142	0.8614285714285714	2119
0.2	None	16	(3, 3)	256	(0, 1)	0	681.4402987957001	0.6428571428571429	0.6642857142857143	0.6428571428571429	0.6728571428571428	2120
0.2	None	16	(3, 3)	256	(0, 1)	25	774.6929099559784	0.6428571428571429	0.6928571428571428	0.6428571428571429	0.7471428571428571	2121
0.2	None	16	(3, 3)	256	(0, 1)	50	742.5745720863342	0.6957142857142857	0.7271428571428571	0.6957142857142857	0.76	2122
0.2	None	16	(3, 3)	256	(0, 1)	75	932.1311314105988	0.6585714285714286	0.6928571428571428	0.6585714285714286	0.7171428571428572	2123
0.2	None	16	(3, 3)	256	(0, 1)	100	944.0594453811646	0.6414285714285715	0.6928571428571428	0.6414285714285715	0.8042857142857143	2124
0.2	None	16	(3, 3)	256	None	0	679.3113350868225	0.6585714285714286	0.67	0.6585714285714286	0.6757142857142857	2125
0.2	None	16	(3, 3)	256	None	25	727.9058573246002	0.66	0.68	0.66	0.7014285714285714	2126
0.2	None	16	(3, 3)	256	None	50	726.0902254581451	0.6485714285714286	0.6942857142857143	0.6485714285714286	0.7571428571428571	2127
0.2	None	16	(3, 3)	256	None	75	975.1365113258362	0.65	0.7028571428571428	0.65	0.7942857142857143	2128
0.2	None	16	(3, 3)	256	None	100	931.3999481201172	0.67	0.73	0.67	0.8457142857142858	2129
0.2	resized	16	(3, 3)	256	(-1, 1)	0	734.808352470398	0.6657142857142857	0.6742857142857143	0.6657142857142857	0.7014285714285714	2130
0.2	resized	16	(3, 3)	256	(-1, 1)	25	793.5863800048828	0.6671428571428571	0.6971428571428572	0.6671428571428571	0.7257142857142858	2131
0.2	resized	16	(3, 3)	256	(-1, 1)	50	911.9896280765533	0.6685714285714286	0.71	0.6685714285714286	0.7714285714285715	2132
0.2	resized	16	(3, 3)	256	(-1, 1)	75	977.3570382595062	0.6457142857142857	0.7057142857142857	0.6457142857142857	0.8385714285714285	2133
0.2	resized	16	(3, 3)	256	(-1, 1)	100	1027.215210199356	0.64	0.73	0.64	0.89	2134
0.2	resized	16	(3, 3)	256	(0, 1)	0	735.0124385356903	0.6414285714285715	0.6485714285714286	0.6414285714285715	0.6571428571428571	2135
0.2	resized	16	(3, 3)	256	(0, 1)	25	835.85200715065	0.6485714285714286	0.6928571428571428	0.6485714285714286	0.7628571428571429	2136
0.2	resized	16	(3, 3)	256	(0, 1)	50	841.2601890563965	0.6214285714285714	0.68	0.6214285714285714	0.76	2137
0.2	resized	16	(3, 3)	256	(0, 1)	75	999.4474577903748	0.6614285714285715	0.7214285714285714	0.6614285714285715	0.8257142857142857	2138
0.2	resized	16	(3, 3)	256	(0, 1)	100	988.7294297218323	0.6614285714285715	0.7014285714285714	0.6614285714285715	0.7657142857142857	2139
0.2	resized	16	(3, 3)	256	None	0	732.7513372898102	0.6371428571428571	0.6485714285714286	0.6371428571428571	0.65	2140
0.2	resized	16	(3, 3)	256	None	25	782.6820020675659	0.68	0.7085714285714285	0.68	0.7157142857142857	2141
0.2	resized	16	(3, 3)	256	None	50	733.6103949546814	0.65	0.66	0.65	0.6657142857142857	2142
0.2	resized	16	(3, 3)	256	None	75	975.612743139267	0.6671428571428571	0.6914285714285714	0.6671428571428571	0.7442857142857143	2143
0.2	resized	16	(3, 3)	256	None	100	1017.0897393226624	0.6828571428571428	0.6928571428571428	0.6828571428571428	0.8342857142857143	2144
0.2	tozero	16	(3, 3)	256	(-1, 1)	0	735.7177224159241	0.5985714285714285	0.6042857142857143	0.5985714285714285	0.6157142857142858	2145
0.2	tozero	16	(3, 3)	256	(-1, 1)	25	784.7761907577515	0.6628571428571428	0.6985714285714286	0.6628571428571428	0.7485714285714286	2146
0.2	tozero	16	(3, 3)	256	(-1, 1)	50	857.9815936088562	0.66	0.7214285714285714	0.66	0.7671428571428571	2147
0.2	tozero	16	(3, 3)	256	(-1, 1)	75	789.2788119316101	0.64	0.6528571428571428	0.64	0.6614285714285715	2148
0.2	tozero	16	(3, 3)	256	(-1, 1)	100	960.5130865573883	0.6557142857142857	0.7071428571428572	0.6557142857142857	0.8528571428571429	2149
0.2	tozero	16	(3, 3)	256	(0, 1)	0	736.2044320106506	0.6614285714285715	0.7014285714285714	0.6614285714285715	0.7714285714285715	2150
0.2	tozero	16	(3, 3)	256	(0, 1)	25	735.5592405796051	0.6471428571428571	0.65	0.6471428571428571	0.6571428571428571	2151
0.2	tozero	16	(3, 3)	256	(0, 1)	50	780.8706028461456	0.6428571428571429	0.6971428571428572	0.6428571428571429	0.7628571428571429	2152
0.2	tozero	16	(3, 3)	256	(0, 1)	75	864.00324010849	0.6585714285714286	0.7214285714285714	0.6585714285714286	0.7942857142857143	2153
0.2	tozero	16	(3, 3)	256	(0, 1)	100	957.9348704814911	0.6514285714285715	0.6942857142857143	0.6514285714285715	0.7414285714285714	2154
0.2	tozero	16	(3, 3)	256	None	0	732.5748336315155	0.6628571428571428	0.6685714285714286	0.6628571428571428	0.6714285714285714	2155
0.2	tozero	16	(3, 3)	256	None	25	822.986822605133	0.64	0.6857142857142857	0.64	0.7628571428571429	2156
0.2	tozero	16	(3, 3)	256	None	50	785.643012046814	0.6857142857142857	0.7071428571428572	0.6857142857142857	0.72	2157
0.2	tozero	16	(3, 3)	256	None	75	788.3726227283478	0.6471428571428571	0.6785714285714286	0.6471428571428571	0.6971428571428572	2158
0.2	tozero	16	(3, 3)	256	None	100	1011.9446711540222	0.6771428571428572	0.7528571428571429	0.6771428571428572	0.8642857142857143	2159
0.2	morphed	16	(3, 3)	256	(-1, 1)	0	735.6561751365662	0.6757142857142857	0.6842857142857143	0.6757142857142857	0.6942857142857143	2160
0.2	morphed	16	(3, 3)	256	(-1, 1)	25	930.7340734004974	0.6442857142857142	0.6942857142857143	0.6442857142857142	0.8328571428571429	2161
0.2	morphed	16	(3, 3)	256	(-1, 1)	50	1063.9994766712189	0.65	0.7242857142857143	0.65	0.8128571428571428	2162
0.2	morphed	16	(3, 3)	256	(-1, 1)	75	1015.8917915821075	0.6428571428571429	0.7214285714285714	0.6428571428571429	0.8328571428571429	2163
0.2	morphed	16	(3, 3)	256	(-1, 1)	100	950.0073292255402	0.6757142857142857	0.7442857142857143	0.6757142857142857	0.8814285714285715	2164
0.2	morphed	16	(3, 3)	256	(0, 1)	0	736.7575981616974	0.6642857142857143	0.6642857142857143	0.6642857142857143	0.6642857142857143	2165
0.2	morphed	16	(3, 3)	256	(0, 1)	25	886.2520875930786	0.6328571428571429	0.6771428571428572	0.6328571428571429	0.81	2166
0.2	morphed	16	(3, 3)	256	(0, 1)	50	735.2655951976776	0.6357142857142857	0.6571428571428571	0.6357142857142857	0.6642857142857143	2167
0.2	morphed	16	(3, 3)	256	(0, 1)	75	960.3882265090942	0.6628571428571428	0.7357142857142858	0.6628571428571428	0.8271428571428572	2168
0.2	morphed	16	(3, 3)	256	(0, 1)	100	950.8033080101013	0.6357142857142857	0.7157142857142857	0.6357142857142857	0.8214285714285714	2169
0.2	morphed	16	(3, 3)	256	None	0	733.5885162353516	0.6385714285714286	0.65	0.6385714285714286	0.69	2170
0.2	morphed	16	(3, 3)	256	None	25	733.44629073143	0.6742857142857143	0.6842857142857143	0.6742857142857143	0.6885714285714286	2171
0.2	morphed	16	(3, 3)	256	None	50	733.7478828430176	0.6314285714285715	0.6657142857142857	0.6314285714285715	0.7214285714285714	2172
0.2	morphed	16	(3, 3)	256	None	75	976.9327538013458	0.6528571428571428	0.6785714285714286	0.6528571428571428	0.7257142857142858	2173
0.2	morphed	16	(3, 3)	256	None	100	985.283876657486	0.64	0.6742857142857143	0.64	0.8371428571428572	2174
0.5	max_morphed	16	(3, 3)	256	(-1, 1)	0	736.0988104343414	0.6557142857142857	0.6557142857142857	0.6557142857142857	0.6557142857142857	2175
0.5	max_morphed	16	(3, 3)	256	(-1, 1)	25	914.530960559845	0.6614285714285715	0.6728571428571428	0.6614285714285715	0.69	2176
0.5	max_morphed	16	(3, 3)	256	(-1, 1)	50	901.8372735977173	0.6271428571428571	0.6457142857142857	0.6271428571428571	0.6557142857142857	2177
0.5	max_morphed	16	(3, 3)	256	(-1, 1)	75	903.0612049102783	0.65	0.6942857142857143	0.65	0.7571428571428571	2178
0.5	max_morphed	16	(3, 3)	256	(-1, 1)	100	1056.3944292068481	0.6657142857142857	0.7185714285714285	0.6657142857142857	0.7814285714285715	2179
0.5	max_morphed	16	(3, 3)	256	(0, 1)	0	735.1061565876007	0.6371428571428571	0.6371428571428571	0.6371428571428571	0.6371428571428571	2180
0.5	max_morphed	16	(3, 3)	256	(0, 1)	25	735.4059135913849	0.6814285714285714	0.6928571428571428	0.6814285714285714	0.7028571428571428	2181
0.5	max_morphed	16	(3, 3)	256	(0, 1)	50	792.1669631004333	0.6471428571428571	0.6471428571428571	0.6471428571428571	0.6471428571428571	2182
0.5	max_morphed	16	(3, 3)	256	(0, 1)	75	1079.5896944999695	0.6685714285714286	0.7042857142857143	0.6685714285714286	0.7642857142857142	2183
0.5	max_morphed	16	(3, 3)	256	(0, 1)	100	1032.8410980701447	0.6571428571428571	0.6942857142857143	0.6571428571428571	0.7385714285714285	2184
0.5	max_morphed	16	(3, 3)	256	None	0	732.6350994110107	0.6428571428571429	0.6428571428571429	0.6428571428571429	0.6428571428571429	2185
0.5	max_morphed	16	(3, 3)	256	None	25	838.7588858604431	0.6314285714285715	0.64	0.6314285714285715	0.6514285714285715	2186
0.5	max_morphed	16	(3, 3)	256	None	50	1052.5070509910583	0.6542857142857142	0.67	0.6542857142857142	0.6928571428571428	2187
