dropout	pre_processing_type	conv_layer_1	conv_layer_shape	size	scalar	represent	epochs
model	input_size	time	multi_class_zr_acc	multi_class_model_acc	boolean_zr_acc	boolean_model_acc	run number
0.02	None	64	(3, 3)	128	(-1, 1)	0	1	resnet50	224.8348729610443	0.6742857142857144	0.6742857142857144	0.6742857142857143	0.6742857142857143	0
0.02	None	64	(3, 3)	128	(-1, 1)	0	1	mobilenet	87.53073239326477	0.6742857142857144	0.09714285714285714	0.6742857142857143	0.37285714285714283	1
0.02	None	64	(3, 3)	128	(-1, 1)	0	1	custom	60.63002038002014	0.6742857142857144	0.6957142857142857	0.6742857142857143	0.73	2
0.02	None	64	(3, 3)	128	(-1, 1)	0	1	vgg16	207.50214076042175	0.6742857142857144	0.6742857142857144	0.6742857142857143	0.6742857142857143	3
0.02	None	64	(3, 3)	128	(-1, 1)	0.3	1	resnet50	221.29485177993774	0.6742857142857144	0.6942857142857142	0.6742857142857143	0.7728571428571429	4
0.02	None	64	(3, 3)	128	(-1, 1)	0.3	1	mobilenet	86.89247679710388	0.6742857142857144	0.6742857142857144	0.6742857142857143	0.6742857142857143	5
0.02	None	64	(3, 3)	128	(-1, 1)	0.3	1	custom	60.3370406627655	0.6742857142857144	0.7042857142857143	0.6742857142857143	0.7857142857142857	6
0.02	None	64	(3, 3)	128	(-1, 1)	0.3	1	vgg16	206.76504397392273	0.6742857142857144	0.6742857142857144	0.6742857142857143	0.6742857142857143	7
0.02	None	64	(3, 3)	128	(-1, 1)	0.6	1	resnet50	224.8213186264038	0.6742857142857144	0.04142857142857143	0.6742857142857143	0.32571428571428573	8
0.02	None	64	(3, 3)	128	(-1, 1)	0.6	1	mobilenet	87.17625141143799	0.6742857142857144	0.012857142857142859	0.6742857142857143	0.32571428571428573	9
0.02	None	64	(3, 3)	128	(-1, 1)	0.6	1	custom	63.8345890045166	0.6742857142857144	0.7157142857142856	0.6742857142857143	0.8157142857142857	10
0.02	None	64	(3, 3)	128	(-1, 1)	0.6	1	vgg16	214.717698097229	0.6742857142857144	0.6742857142857144	0.6742857142857143	0.6742857142857143	11
0.02	None	64	(3, 3)	128	(-1, 1)	1	1	resnet50	259.1961934566498	0.6742857142857144	0.6742857142857144	0.6742857142857143	0.6742857142857143	12
0.02	None	64	(3, 3)	128	(-1, 1)	1	1	mobilenet	103.87097811698914	0.6742857142857144	0.038571428571428576	0.6742857142857143	0.32571428571428573	13
0.02	None	64	(3, 3)	128	(-1, 1)	1	1	custom	82.2551634311676	0.6742857142857144	0.6857142857142857	0.6742857142857143	0.7142857142857143	14
0.02	None	64	(3, 3)	128	(-1, 1)	1	1	vgg16	271.14326882362366	0.6742857142857144	0.6742857142857144	0.6742857142857143	0.6742857142857143	15
0.02	None	64	(3, 3)	128	(0, 1)	0	1	resnet50	221.43746066093445	0.6742857142857144	0.6742857142857144	0.6742857142857143	0.6742857142857143	16
0.02	None	64	(3, 3)	128	(0, 1)	0	1	mobilenet	87.14295268058777	0.6742857142857144	0.6328571428571429	0.6742857142857143	0.6457142857142857	17
0.02	None	64	(3, 3)	128	(0, 1)	0	1	custom	61.000580072402954	0.6742857142857144	0.6828571428571428	0.6742857142857143	0.6871428571428572	18
0.02	None	64	(3, 3)	128	(0, 1)	0	1	vgg16	207.4082691669464	0.6742857142857144	0.6742857142857144	0.6742857142857143	0.6742857142857143	19
