dropout	pre_processing_type	conv_layer_1	conv_layer_shape	size	scalar	represent	epochs
model	input_size	time	multi_class_zr_acc	multi_class_model_acc	boolean_zr_acc	boolean_model_acc	run number
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	1	resnet50	12931.425093889236	0.7618501170960187	0.7618501170960187	0.7618501170960187	0.7618501170960187	0
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	1	mobilenet	5896.936534404755	0.7618501170960187	0.6444964871194381	0.7618501170960187	0.6666510538641686	1
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	1	custom	6527.469267129898	0.7618501170960187	0.7618266978922716	0.7618501170960187	0.7618266978922716	2
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	1	vgg16	13169.078598499298	0.7618501170960187	0.7618501170960187	0.7618501170960187	0.7618501170960187	3
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	2	resnet50	24524.10946702957	0.7618501170960187	0.7618501170960187	0.7618501170960187	0.7618501170960187	4
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	2	mobilenet	11020.735660552979	0.7618501170960187	0.6741451990632319	0.7618501170960187	0.682599531615925	5
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	2	custom	10489.21527171135	0.7618501170960187	0.7616861826697893	0.7618501170960187	0.7616861826697893	6
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	2	vgg16	24807.249824762344	0.7618501170960187	0.7618501170960187	0.7618501170960187	0.7618501170960187	7
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	4	resnet50	47558.74178695679	0.7618501170960187	0.7579156908665104	0.7618501170960187	0.759344262295082	8
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	4	mobilenet	20048.649193525314	0.7618501170960187	0.7213114754098361	0.7618501170960187	0.7334192037470726	9
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	4	custom	21137.11252140999	0.7618501170960187	0.7618266978922716	0.7618501170960187	0.7618266978922716	10
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	4	vgg16	48448.49512910843	0.7618501170960187	0.7618501170960187	0.7618501170960187	0.7618501170960187	11
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	8	resnet50	94222.24376773834	0.7618501170960187	0.7579859484777517	0.7618501170960187	0.7594847775175644	12
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	8	mobilenet	39780.31372833252	0.7618501170960187	0.7319906323185013	0.7618501170960187	0.7354332552693208	13
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	8	custom	42106.5761988163	0.7618501170960187	0.7616393442622952	0.7618501170960187	0.7617330210772834	14
0.02	morphed	64	(3, 3)	128	(0, 1)	0.3	8	vgg16	95690.72953796387	0.7618501170960187	0.7618501170960187	0.7618501170960187	0.7618501170960187	15
